run_number,steps,rewards,exploration_probability,advancing_steps,advancing_rewards,testing_steps,testing_rewards,successful_network_update
1,1,-0.645521049165,0.5,,,84,6.55225874782,1
2,2,-0.510353458817,0.499542064467145,,,,,0
3,1,-0.749267150383,0.4990845483441945,,,,,1
4,1,-0.746092933381,0.4986274512470231,,,,,0
5,1,-0.654592430438,0.49817077279185723,,,,,1
6,2,-0.845024655024,0.49771451259527477,,,,,1
7,6,-0.458688363868,0.4972586702742048,,,,,1
8,1,-0.707542274433,0.4968032454459272,,,,,1
9,1,-0.73195353953,0.49634823772807246,,,,,1
10,3,-0.891350983526,0.4958936467386212,,,,,1
11,2,-0.763753073131,0.4954394720959039,53,13.5309215474,,,1
12,4,-1.15618764125,0.4949857134186006,,,,,0
13,1,-0.671007213254,0.49453237032574066,,,,,1
14,2,-0.858410795037,0.4940794424367023,,,,,1
15,1,-0.711421572465,0.4936269293712124,,,,,1
16,2,0.359602240158,0.49317483074934604,,,,,1
17,4,-0.971759416681,0.4927231461915263,,,,,1
18,1,-0.761830867249,0.4922718753185239,,,,,1
19,2,-0.959041392806,0.49182101775145687,,,,,0
20,1,-0.605758993065,0.4913705731117903,,,,,1
21,1,-0.624335135229,0.49092054102133587,53,13.5441679955,,,1
22,1,-0.712609643753,0.4904709211022517,,,,,0
23,1,-0.733604761083,0.490021712977042,,,,,1
24,1,-0.64153985199,0.4895729162685567,,,,,1
25,1,-1.0,0.48912453059999106,,,,,1
26,4,-0.797235529649,0.48867655559488554,,,,,1
27,2,-0.874002170795,0.48822899087712535,,,,,1
28,3,0.349709487004,0.48778183607094017,,,,,1
29,1,-0.668100108778,0.48733509080090387,,,,,1
30,1,-0.789790622341,0.48688875469193416,,,,,1
31,2,-0.685920617432,0.48644282736929223,54,13.4779223466,,,1
32,2,-0.792529247137,0.4859973084585825,,,,,0
33,1,-0.608405504952,0.48555219758575235,,,,,1
34,1,-0.617363412798,0.48510749437709166,,,,,0
35,1,-0.753426966157,0.4846631984592326,,,,,1
36,1,-0.641587700335,0.4842193094591493,,,,,0
37,1,-0.623685426228,0.4837758270041576,,,,,1
38,1,-0.775472998256,0.48333275072191456,,,,,1
39,1,-0.694688022001,0.48289008024041835,,,,,0
40,1,-0.763563022082,0.4824478151880078,,,,,1
41,1,-0.644762758999,0.4820059551933621,59,14.2763817382,,,1
42,1,-0.641278453497,0.4815644998855006,,,,,0
43,1,-0.697547989992,0.48112344889378234,,,,,0
44,1,-0.695891717797,0.4806828018479059,,,,,1
45,1,-0.74015799212,0.48024255837790897,,,,,1
46,1,-0.611957255425,0.4798027181141681,,,,,1
47,1,-0.617708481204,0.4793632806873983,,,,,1
48,4,-0.94946245316,0.4789242457286529,,,,,1
49,1,-0.796086137391,0.478485612869323,,,,,1
50,1,-0.794617640438,0.4780473817411375,,,,,0
51,2,-0.586951333531,0.47760955197616234,,,60,14.5932386756,1
52,2,-0.727217567692,0.47717212320680064,,,,,0
53,1,-0.723012359905,0.4767350950657921,,,,,1
54,2,-1.21816969901,0.4762984671862128,,,,,1
55,3,-0.919484760761,0.47586223920147497,,,,,1
56,1,-0.711164044616,0.4754264107453264,,,,,1
57,1,-0.60990261474,0.47499098145185037,,,,,0
58,1,-0.658514849829,0.47455595095546543,,,,,1
59,1,-0.707215243477,0.47412131889092485,,,,,1
60,1,-0.657815108493,0.4736870848933164,,,,,1
61,3,-0.622512727968,0.4732532485980621,59,14.6723242307,,,1
62,1,-0.682855490663,0.4728198096409179,,,,,0
63,2,-0.904236461737,0.47238676765797327,,,,,0
64,1,-0.603686628071,0.47195412228565103,,,,,1
65,2,-1.07887433195,0.47152187316070704,,,,,1
66,1,-0.715129298086,0.47109001992022975,,,,,0
67,1,-0.69752917333,0.47065856220164004,,,,,1
68,1,-0.77307719799,0.4702274996426909,,,,,0
69,2,-0.975970331923,0.469796831881467,,,,,1
70,1,-0.68557046069,0.46936655855638454,,,,,1
71,3,-0.620610215441,0.4689366793061909,57,14.3893680358,,,1
72,3,0.186398225731,0.4685071937699642,,,,,0
73,1,-0.640779142438,0.46807810158711327,,,,,1
74,2,-0.85044993893,0.4676494023973772,,,,,1
75,1,-0.726661905701,0.46722109584082483,,,,,0
76,1,-0.784918979403,0.4667931815578549,,,,,1
77,4,-1.16692252175,0.4663656591891953,,,,,0
78,1,-0.627035222572,0.46593852837590316,,,,,1
79,3,0.0366271894246,0.46551178875936416,,,,,1
80,1,-0.605045435892,0.46508543998129254,,,,,1
81,1,-0.703385083718,0.46465948168373067,50,12.8992603445,,,1
82,1,-0.603277769526,0.46423391350904875,,,,,0
83,3,-0.995943953991,0.46380873509994447,,,,,0
84,1,-0.728358771183,0.4633839460994429,,,,,1
85,1,-0.727999772413,0.4629595461508959,,,,,1
86,2,-0.539968098383,0.46253553489798205,,,,,1
87,1,-0.666473093024,0.4621119119847063,,,,,1
88,2,-0.725179562911,0.46168867705539957,,,,,1
89,1,-0.665845052211,0.4612658297547186,,,,,1
90,1,-0.649388889714,0.4608433697276455,,,,,0
91,1,-0.636291370347,0.46042129661948766,58,14.5151764417,,,1
92,1,-0.649408688293,0.4599996100758772,,,,,0
93,1,-0.634962535647,0.4595783097427708,,,,,1
94,1,-0.729358863706,0.4591573952664495,,,,,1
95,1,-0.714412975063,0.4587368662935182,,,,,1
96,1,-0.722978383156,0.45831672247090544,,,,,1
97,2,-0.998226623535,0.4578969634458633,,,,,1
98,1,-0.728233803356,0.45747758886596673,,,,,1
99,2,-0.635528481245,0.4570585983791136,,,,,1
100,1,-0.670896093367,0.4566399916335242,,,,,1
101,1,-0.648262735585,0.45622176827774097,,,60,14.5921069264,1
102,1,-0.607790431405,0.45580392796062835,,,,,0
103,2,-0.751917108789,0.45538647033137225,,,,,0
104,1,-0.775611720614,0.4549693950394799,,,,,1
105,1,-1.0,0.4545527017347797,,,,,0
106,4,-0.91765796874,0.4541363900674205,,,,,1
107,1,-0.650689908024,0.4537204596878718,,,,,1
108,4,0.135047970774,0.45330491024692304,,,,,1
109,2,-0.77734896781,0.4528897413956836,,,,,1
110,3,-0.942305750136,0.4524749527855824,,,,,1
111,1,-0.72070636712,0.4520605440683676,52,13.7651751518,,,1
112,2,-0.573164302763,0.45164651489610624,,,,,0
113,2,-0.704166890292,0.45123286492118414,,,,,0
114,1,-0.718456001208,0.4508195937963054,,,,,1
115,2,-0.874143622201,0.4504067011744922,,,,,1
116,1,-0.700845716948,0.4499941867090846,,,,,1
117,1,-0.718129894581,0.44958205005374,,,,,1
118,1,-0.619775508012,0.4491702908624332,,,,,1
119,1,-0.657485987341,0.44875890878945573,,,,,0
120,2,0.248899042356,0.4483479034894159,,,,,1
121,3,-0.873099983535,0.4479372746172382,55,13.6603038025,,,1
122,1,-0.716716979082,0.4475270218281633,,,,,0
123,2,-0.871064729951,0.4471171447777475,,,,,1
124,5,-0.206826001902,0.4467076431218627,,,,,1
125,1,-0.693001706837,0.44629851651669583,,,,,1
126,1,-0.670813703883,0.4458897646187489,,,,,0
127,2,-0.627595975298,0.44548138708483837,,,,,1
128,1,-0.715323249689,0.445073383572095,,,,,1
129,2,-0.776980725859,0.4446657537379637,,,,,0
130,1,-0.660946521991,0.44425849724020294,,,,,1
131,,,,51,13.7582741952,,,
