run_number,steps,rewards,exploration_probability,advancing_steps,advancing_rewards,testing_steps,testing_rewards,successful_network_update
1,1,-0.760271197588,0.5,,,25,0.63513242748,1
2,1,-0.77449565025,0.499542064467145,,,,,0
3,1,-0.780685410173,0.4990845483441945,,,,,0
4,1,-0.741173248278,0.4986274512470231,,,,,0
5,2,-0.658518005161,0.49817077279185723,,,,,0
6,1,-0.630664672576,0.49771451259527477,,,,,1
7,1,-0.657302437925,0.4972586702742048,,,,,1
8,1,-0.700664280492,0.4968032454459272,,,,,1
9,1,-0.710622046943,0.49634823772807246,,,,,1
10,2,-0.685282965767,0.4958936467386212,,,,,1
11,4,0.263886262967,0.4954394720959039,11,0.909663142939,,,1
12,2,-0.817031602892,0.4949857134186006,,,,,1
13,1,-0.705284530769,0.49453237032574066,,,,,1
14,1,-0.734308494769,0.4940794424367023,,,,,0
15,1,-0.753352421623,0.4936269293712124,,,,,1
16,1,-0.768393546039,0.49317483074934604,,,,,0
17,1,-0.760614107694,0.4927231461915263,,,,,1
18,1,-0.64684243911,0.4922718753185239,,,,,0
19,1,-0.778532477737,0.49182101775145687,,,,,1
20,1,-0.637014075178,0.4913705731117903,,,,,0
21,3,-0.82145623509,0.49092054102133587,12,1.79923061132,,,1
22,2,-0.816508369259,0.4904709211022517,,,,,1
23,1,-0.621797879792,0.490021712977042,,,,,1
24,1,-0.60552078971,0.4895729162685567,,,,,1
25,1,-0.737285861685,0.48912453059999106,,,,,1
26,3,-1.37148042017,0.48867655559488554,,,,,1
27,1,-0.656172776268,0.48822899087712535,,,,,1
28,1,-0.770561967609,0.48778183607094017,,,,,1
29,1,-0.727166954053,0.48733509080090387,,,,,0
30,1,-0.724809841711,0.48688875469193416,,,,,1
31,1,-0.647139864299,0.48644282736929223,0,,,,1
32,2,-0.572786680888,0.4859973084585825,,,,,1
33,1,-0.625808088981,0.48555219758575235,,,,,1
34,1,-0.703970116877,0.48510749437709166,,,,,1
35,1,-0.687771696058,0.4846631984592326,,,,,1
36,1,-0.668098287735,0.4842193094591493,,,,,1
37,1,-0.640657161632,0.4837758270041576,,,,,1
38,2,-0.756179245732,0.48333275072191456,,,,,1
39,3,-1.1159043157,0.48289008024041835,,,,,1
40,1,-0.611113363991,0.4824478151880078,,,,,1
41,1,-0.652364252887,0.4820059551933621,13,1.66497184515,,,1
42,1,-0.689488197844,0.4815644998855006,,,,,1
43,1,-0.639586162666,0.48112344889378234,,,,,1
44,1,-0.690859778877,0.4806828018479059,,,,,1
45,1,-0.620184052626,0.48024255837790897,,,,,1
46,1,-0.706616784041,0.4798027181141681,,,,,1
47,1,-0.659677346691,0.4793632806873983,,,,,1
48,1,-0.647835784715,0.4789242457286529,,,,,1
49,1,-0.679871156107,0.478485612869323,,,,,0
50,1,-0.73512196211,0.4780473817411375,,,,,1
51,1,-0.634587673587,0.47760955197616234,,,33,5.2613799732,1
52,1,-0.645397829402,0.47717212320680064,,,,,1
53,2,-0.805585749425,0.4767350950657921,,,,,1
54,1,-1.0,0.4762984671862128,,,,,1
55,2,-0.722325817413,0.47586223920147497,,,,,1
56,1,-0.687485354291,0.4754264107453264,,,,,1
57,1,-0.625527236037,0.47499098145185037,,,,,1
58,2,-0.790910888623,0.47455595095546543,,,,,1
59,1,-0.678707350869,0.47412131889092485,,,,,1
60,1,-0.650725716381,0.4736870848933164,,,,,0
61,1,-0.676287121915,0.4732532485980621,2,-0.700197763075,,,1
62,1,-0.613938178526,0.4728198096409179,,,,,1
63,1,-1,0.47238676765797327,,,,,1
64,1,-0.743520793269,0.47195412228565103,,,,,1
65,1,-0.616918788696,0.47152187316070704,,,,,1
66,1,-0.682903117179,0.47109001992022975,,,,,1
67,1,-0.633645475532,0.47065856220164004,,,,,1
68,2,-0.533963441205,0.4702274996426909,,,,,1
69,2,-0.768582247138,0.469796831881467,,,,,1
70,2,-0.886711949966,0.46936655855638454,,,,,1
71,3,-0.710400982498,0.4689366793061909,25,6.10980512381,,,1
72,2,-0.864821119144,0.4685071937699642,,,,,1
73,1,-0.785110184667,0.46807810158711327,,,,,1
74,1,-0.75432975938,0.4676494023973772,,,,,0
75,1,-1,0.46722109584082483,,,,,1
76,1,-0.623078557101,0.4667931815578549,,,,,1
77,1,-0.679188435168,0.4663656591891953,,,,,1
78,1,-0.610037597512,0.46593852837590316,,,,,1
79,1,-0.70446928775,0.46551178875936416,,,,,1
80,1,-0.645542296122,0.46508543998129254,,,,,1
