run_number,steps,rewards,exploration_probability,advancing_steps,advancing_rewards,testing_steps,testing_rewards,successful_network_update
1,1,-0.625739939938,0.5,,,1,-1,1
2,1,-0.636373022817,0.499542064467145,,,,,0
3,1,-1.0,0.4990845483441945,,,,,1
4,5,-1.09452746459,0.4986274512470231,,,,,1
5,1,-0.689857641891,0.49817077279185723,,,,,1
6,1,-0.606324543842,0.49771451259527477,,,,,1
7,2,0.343069412191,0.4972586702742048,,,,,1
8,1,-0.647320410236,0.4968032454459272,,,,,1
9,1,-0.676141508552,0.49634823772807246,,,,,0
10,7,0.0603985369837,0.4958936467386212,,,,,1
11,3,-0.604550253531,0.4954394720959039,,,,,1
12,1,-0.691039245544,0.4949857134186006,,,,,1
13,1,-0.64404619906,0.49453237032574066,,,,,1
14,2,-0.921666847654,0.4940794424367023,,,,,0
15,1,-0.623766171883,0.4936269293712124,,,,,1
16,1,-0.651676105988,0.49317483074934604,,,,,1
17,1,-0.77772650623,0.4927231461915263,,,,,1
18,1,-0.793372749249,0.4922718753185239,,,,,0
19,1,-0.785285435254,0.49182101775145687,,,,,1
20,5,0.176351206162,0.4913705731117903,,,,,0
