run_number,steps,rewards,exploration_probability,advancing_steps,advancing_rewards,testing_steps,testing_rewards,successful_network_update
1,1,-0.735200057604,0.5,,,17,1.08533145905,1
2,1,-0.699208443791,0.499542064467145,,,,,0
3,1,-0.689598338742,0.4990845483441945,,,,,0
4,1,-0.608032725002,0.4986274512470231,,,,,1
5,1,-0.723300310814,0.49817077279185723,,,,,1
6,1,-0.671405283053,0.49771451259527477,,,,,1
7,1,-0.700146849369,0.4972586702742048,,,,,1
8,2,-0.703298204139,0.4968032454459272,,,,,0
9,1,-0.715508088634,0.49634823772807246,,,,,1
10,1,-0.686541567641,0.4958936467386212,,,,,1
11,3,-0.961524006959,0.4954394720959039,32,3.52499778829,,,1
12,1,-0.706545108003,0.4949857134186006,,,,,1
13,1,-0.689093384413,0.49453237032574066,,,,,1
14,2,-1.05893755831,0.4940794424367023,,,,,1
15,1,-0.615936996073,0.4936269293712124,,,,,1
16,2,0.325849967833,0.49317483074934604,,,,,0
17,1,-0.70556170807,0.4927231461915263,,,,,1
18,3,-0.72101850317,0.4922718753185239,,,,,0
19,1,-0.707181804388,0.49182101775145687,,,,,1
20,1,-0.66422532586,0.4913705731117903,,,,,0
21,2,-0.666291392585,0.49092054102133587,36,5.85020707846,,,1
22,1,-0.620900184777,0.4904709211022517,,,,,1
23,3,-0.966232796459,0.490021712977042,,,,,1
24,1,-1,0.4895729162685567,,,,,1
25,1,-0.738569164659,0.48912453059999106,,,,,1
26,1,-0.613113053401,0.48867655559488554,,,,,0
27,1,-0.684114227128,0.48822899087712535,,,,,1
28,1,-0.659375731917,0.48778183607094017,,,,,1
29,1,-0.720704763676,0.48733509080090387,,,,,1
30,1,-0.707218691318,0.48688875469193416,,,,,0
31,2,-0.787764190505,0.48644282736929223,1,-0.615721734955,,,1
32,1,-0.750762825228,0.4859973084585825,,,,,1
33,2,-1.14608133495,0.48555219758575235,,,,,0
34,1,-0.669935671113,0.48510749437709166,,,,,1
35,2,-0.768667784792,0.4846631984592326,,,,,1
36,1,-0.799168992332,0.4842193094591493,,,,,0
37,2,-0.692744643578,0.4837758270041576,,,,,0
38,2,-0.943458839345,0.48333275072191456,,,,,1
39,3,-1.31896923958,0.48289008024041835,,,,,1
40,1,-0.756945583179,0.4824478151880078,,,,,1
41,1,-0.697381644106,0.4820059551933621,,,,,1
42,3,-0.916796325478,0.4815644998855006,,,,,0
43,3,-1.06176190897,0.48112344889378234,,,,,1
44,2,-0.876956789801,0.4806828018479059,,,,,1
45,2,-1.16388008444,0.48024255837790897,,,,,1
46,1,-0.693572055049,0.4798027181141681,,,,,1
47,2,0.365835207731,0.4793632806873983,,,,,0
48,2,-0.714772053621,0.4789242457286529,,,,,1
49,1,-0.701292702712,0.478485612869323,,,,,1
50,1,-0.619615167008,0.4780473817411375,,,,,1
51,1,-0.669067030406,0.47760955197616234,,,71,11.1582044482,1
52,1,-0.670438777551,0.47717212320680064,,,,,0
53,1,-0.62214859515,0.4767350950657921,,,,,0
54,1,-0.70170176426,0.4762984671862128,,,,,1
55,1,-0.627585371682,0.47586223920147497,,,,,1
56,1,-0.651666927171,0.4754264107453264,,,,,1
57,2,-0.683153350927,0.47499098145185037,,,,,0
58,2,-1.06247241855,0.47455595095546543,,,,,1
59,1,-0.662463511568,0.47412131889092485,,,,,1
60,1,-0.668277354873,0.4736870848933164,,,,,0
61,,,,33,3.28268718958,,,
