run_number,steps,rewards,exploration_probability,advancing_steps,advancing_rewards,testing_steps,testing_rewards,successful_network_update
139,1,-0.656363457395,0.9673163904514062,1,-0.631911704433,,,1
140,1,-0.728986298548,0.9670834939671783,,,,,1
141,1,-0.746349448978,0.9668506535564058,,,4,-0.888984733776,1
142,2,-1.00530705607,0.9666178692055879,,,,,1
143,1,-0.733997258095,0.9663851409012275,1,-0.628016183972,,,1
144,1,-0.646169458417,0.9661524686298305,,,,,1
145,1,-0.720450013508,0.965919852377906,1,-0.657236682876,,,1
146,1,-0.718293886031,0.9656872921319665,,,,,1
147,1,-0.652302666872,0.9654547878785277,1,-0.65796719266,,,1
148,1,-0.700244560294,0.9652223396041084,,,,,0
149,1,-0.735626871901,0.964989947295231,1,-0.651346506804,,,1
150,1,-0.710224106561,0.9647576109384208,,,,,1
151,1,-0.729785377138,0.9645253305202065,,,3,-0.669173919631,1
152,2,-0.908441731891,0.96429310602712,,,,,1
153,1,-0.721427215327,0.9640609374456964,5,-0.229610310356,,,1
154,1,-0.720140251796,0.9638288247624742,,,,,0
155,1,-0.675455411211,0.963596767963995,1,-0.713503724539,,,1
156,1,-0.748574457778,0.9633647670368036,,,,,1
157,1,-0.672791873384,0.9631328219674482,1,-0.709983354054,,,1
158,1,-0.768908279563,0.9629009327424801,,,,,1
159,1,-0.777877439608,0.962669099348454,1,-0.713721750048,,,1
160,1,-0.664638276328,0.9624373217719276,,,,,0
161,1,-0.6387710451,0.9622055999994621,,,3,-0.69428529845,1
162,1,-0.643724449231,0.9619739340176217,,,,,1
163,1,-0.734369216035,0.961742323812974,1,-0.663799142956,,,1
164,1,-0.660104576763,0.9615107693720897,,,,,1
165,1,-0.7135438594,0.9612792706815428,1,-0.646557798736,,,1
166,2,-1.14487280488,0.9610478277279108,,,,,1
167,1,-0.675143798064,0.9608164404977738,1,-0.661281346982,,,1
168,1,-0.744981042633,0.9605851089777158,,,,,1
169,2,-0.678252750744,0.9603538331543234,1,-0.650316250905,,,1
170,1,-0.722468254485,0.9601226130141871,,,,,1
171,1,-0.748619371614,0.9598914485439001,,,3,-0.710988172521,1
172,1,-0.610769622628,0.959660339730059,,,,,0
173,1,-0.625662469141,0.9594292865592637,1,-0.669302727382,,,1
174,2,-0.860166066029,0.9591982890181173,,,,,1
175,2,-0.914451528068,0.9589673470932261,1,-0.707737753045,,,1
176,1,-0.704819298748,0.9587364607711996,,,,,1
177,1,-0.730883036767,0.9585056300386504,1,-0.610960380997,,,1
178,1,-0.7225867767,0.9582748548821947,,,,,0
179,2,-0.717682016895,0.9580441352884516,1,-1,,,1
180,2,-0.840150312636,0.9578134712440435,,,,,1
181,1,-0.610915646776,0.957582862735596,,,3,-0.678419005277,1
182,1,-0.660169892407,0.9573523097497381,,,,,0
183,1,-0.695068020296,0.9571218122731017,1,-0.619413781716,,,1
184,1,-0.651503327606,0.9568913702923221,,,,,1
185,1,-0.711313464467,0.9566609837940379,1,-0.613946789265,,,1
186,1,-0.614391325063,0.9564306527648907,,,,,1
187,1,-0.680188695421,0.9562003771915256,1,-0.612573275342,,,1
188,1,-0.660268086479,0.9559701570605906,,,,,1
189,2,-0.69191174043,0.9557399923587372,1,-0.605496553548,,,1
190,1,-1.0,0.95550988307262,,,,,1
191,1,-0.761232669527,0.9552798291888966,,,4,-0.906042476981,1
192,3,0.22470513783,0.9550498306942282,,,,,1
193,1,-0.785494607029,0.954819887575279,3,-0.942035291946,,,1
194,1,-0.74125365518,0.9545899998187164,,,,,0
195,1,-0.659613026821,0.954360167411211,1,-0.732168457582,,,1
196,2,-0.782853164648,0.9541303903394367,,,,,1
197,2,-0.660180706185,0.9539006685900706,8,0.535305985579,,,1
198,2,-0.856153624292,0.953671002149793,,,,,1
199,2,-0.561867233181,0.9534413910052871,1,-1,,,1
200,1,-0.77387241593,0.9532118351432399,,,,,1
201,2,-0.872854772507,0.9529823345503412,,,4,-0.841137180449,1
202,2,0.254927265989,0.952752889213284,,,,,1
203,1,-0.659554114283,0.9525234991187648,1,-0.611941233106,,,1
204,1,-0.710804230779,0.9522941642534829,,,,,1
205,1,-0.733740862867,0.9520648846041411,1,-0.60688758962,,,1
206,3,-0.744128598676,0.9518356601574451,,,,,1
207,2,-0.947947690766,0.9516064909001043,1,-0.642064250084,,,1
208,1,-0.747427435265,0.9513773768188308,,,,,1
209,2,-1.04767025944,0.9511483179003403,1,-0.607868598041,,,1
210,1,-0.730140933965,0.9509193141313512,,,,,1
211,1,-0.772252086635,0.9506903654985857,,,5,-1.14033438913,1
212,1,-0.774462539213,0.9504614719887687,,,,,0
213,1,-0.776279839453,0.9502326335886286,1,-0.72940892098,,,1
214,1,-0.774686791296,0.9500038502848969,,,,,0
215,1,-0.725372979773,0.9497751220643081,1,-0.729528337335,,,1
216,1,-0.773863982008,0.9495464489136003,,,,,0
217,2,0,0.9493178308195145,1,-0.710683353372,,,1
218,2,-0.663553737802,0.9490892677687949,,,,,1
219,1,-0.785051933555,0.948860759748189,3,-0.950179249934,,,1
220,1,-0.761581924031,0.9486323067444473,,,,,0
221,1,-0.752229807091,0.9484039087443239,,,4,-0.820514489454,1
222,1,-0.616177003335,0.9481755657345756,,,,,1
223,2,-1.04275701092,0.9479472777019627,1,-0.627386972902,,,1
224,3,0.127087434911,0.9477190446332486,,,,,1
225,1,-0.751083776969,0.9474908665152,2,-0.649960729091,,,1
226,1,-0.683602627436,0.9472627433345865,,,,,0
227,1,-0.750991616816,0.9470346750781811,1,-0.645998271063,,,1
228,1,-0.706859738266,0.9468066617327598,,,,,1
229,2,-0.753150939962,0.9465787032851022,1,-0.645559416073,,,1
230,3,0.245105662272,0.9463507997219907,,,,,1
231,1,-0.623754903012,0.9461229510302109,,,4,-0.81931036381,1
232,1,-0.741852022707,0.9458951571965518,,,,,1
233,2,-0.970177992763,0.9456674182078054,1,-0.617625049318,,,1
234,1,-0.62727851068,0.945439734050767,,,,,1
235,2,0.0,0.9452121047122348,2,-1.05344287964,,,1
236,1,-0.785898530134,0.9449845301790106,,,,,1
237,2,-0.75706393336,0.9447570104378992,1,-0.754793542961,,,1
238,1,-0.660629230996,0.9445295454757083,,,,,1
239,1,-0.783599878921,0.9443021352792493,1,-0.604629401227,,,1
240,1,-0.709613286617,0.9440747798353364,,,,,0
241,1,-0.707582263184,0.9438474791307869,,,3,-1.04337769389,1
242,1,-0.76404562135,0.9436202331524217,,,,,1
243,1,-0.648350841873,0.9433930418870645,4,-0.942192236434,,,1
244,1,-0.788021652507,0.9431659053215423,,,,,1
245,1,-1,0.9429388234426852,1,-0.755150896995,,,1
246,1,-0.76590338035,0.9427117962373266,,,,,1
247,1,-0.785831539394,0.942484823692303,1,-0.734071787593,,,1
248,1,-1,0.9422579057944541,,,,,0
249,2,-0.717846825929,0.9420310425306228,1,-0.732846121242,,,1
250,1,-0.607792104222,0.9418042338876549,,,,,1
251,2,-0.990476891,0.9415774798523997,,,4,-0.911642250017,1
252,1,-0.709421004022,0.9413507804117096,,,,,1
253,2,0.25452337814,0.94112413555244,2,-0.941409426342,,,1
254,1,-0.778188619144,0.9408975452614496,,,,,1
255,1,-1,0.9406710095256003,1,-0.750076659475,,,0
256,1,-0.760242445205,0.9404445283317571,,,,,1
257,1,-0.664943634956,0.9402181016667881,1,-1,,,1
258,1,-1,0.9399917295175646,,,,,1
259,1,-0.78947066073,0.9397654118709612,1,-1,,,1
260,2,-0.835612693589,0.9395391487138555,,,,,0
261,1,-0.761945273488,0.9393129400331282,,,4,-0.845056432752,1
262,1,-0.730055974521,0.9390867858156633,,,,,0
263,1,-0.769354487959,0.938860686048348,1,-0.653662882309,,,1
264,1,-0.761793259531,0.9386346407180727,,,,,0
265,1,-0.778606810062,0.9384086498117306,1,-0.64202243128,,,1
266,1,-0.768906459807,0.9381827133162183,,,,,0
267,1,-0.689703812143,0.9379568312184356,1,-0.664617107302,,,1
268,1,-0.746022770861,0.9377310035052855,,,,,1
269,1,-0.699703393491,0.9375052301636739,1,-0.63904401147,,,1
270,2,-0.915330851659,0.9372795111805101,,,,,1
271,1,-0.655842443547,0.9370538465427065,,,4,-0.804822953797,1
272,2,-0.950284394477,0.9368282362371785,,,,,1
273,1,-0.615416467818,0.9366026802508448,4,0.296676513536,,,1
274,1,-0.772066940791,0.9363771785706272,,,,,1
275,1,-0.776395645871,0.9361517311834506,1,-0.668939441323,,,1
276,2,-0.767020900547,0.9359263380762433,,,,,0
277,1,-0.607655298422,0.9357009992359363,8,-0.632963769515,,,1
278,1,-0.794373395137,0.9354757146494642,,,,,1
279,1,-0.789482219205,0.9352504843037645,1,-0.744147302969,,,0
280,3,0.370882354303,0.9350253081857778,,,,,1
281,1,-0.63242191634,0.934800186282448,,,5,-1.40323762298,1
282,1,-0.686938983445,0.9345751185807221,,,,,1
283,1,-0.744071357723,0.9343501050675501,4,-0.794804698373,,,1
284,1,-0.645907519964,0.9341251457298855,,,,,1
285,1,-0.725296577535,0.9339002405546845,1,-1.0,,,1
286,1,-0.74393925686,0.9336753895289066,,,,,1
287,1,-0.752588742302,0.9334505926395147,2,-0.983810966015,,,1
288,1,-0.627475911307,0.9332258498734745,,,,,1
289,1,-0.737987755194,0.9330011612177549,2,-0.983790831566,,,1
290,1,-0.749813892157,0.9327765266593281,,,,,1
291,1,-0.78528319447,0.9325519461851692,,,6,-1.39792689691,1
292,1,-0.776091663387,0.9323274197822567,,,,,0
293,1,-0.710457907874,0.9321029474375722,1,-0.656260013185,,,1
294,1,-0.750404670439,0.9318785291381,,,,,1
295,2,0.30394587673,0.9316541648708281,1,-0.653361974772,,,1
296,1,-0.664691630518,0.9314298546227474,,,,,1
297,1,-0.611755062802,0.9312055983808519,4,-0.796165793476,,,1
298,1,-0.66479086306,0.9309813961321389,,,,,1
299,1,-0.787560724392,0.9307572478636086,1,-0.612303537242,,,1
300,1,-0.75285117604,0.9305331535622644,,,,,0
301,2,-0.854232697291,0.9303091132151129,,,10,-0.581853111715,1
302,1,-0.7331754291,0.9300851268091638,,,,,1
303,1,-1,0.9298611943314298,2,0,,,1
304,1,-1,0.9296373157689269,,,,,1
305,2,-0.616570857436,0.9294134911086743,1,-0.71060749768,,,1
306,1,-0.762319500513,0.9291897203376941,,,,,1
307,2,-0.670775591868,0.9289660034430116,2,-0.696241490573,,,1
308,1,-0.761528468313,0.9287423404116553,,,,,1
309,1,-0.776647721768,0.9285187312306566,1,-0.726206448458,,,1
310,1,-0.770148716315,0.9282951758870504,,,,,0
311,2,-0.5895775708,0.9280716743678743,,,29,-0.233738869429,1
312,1,-0.731029499225,0.9278482266601694,,,,,1
313,1,-0.723390663781,0.9276248327509797,1,-0.623964253738,,,1
